"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PG0002","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PP0049","ACCT_PP0050","ACCT_PP0051","ACCT_PP0052","ACCT_PP0053","ACCT_PP0054","ACCT_PP0055","ACCT_PP0056","ACCT_PP0057","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","ACCT_PS0001","ACCT_PS0002","ACCT_PS0003","ACCT_PS0004","ACCT_PS0005","ACCT_PS0006","ACCT_PS0007","ACCT_PS0007A"
16061,12/31/2023 0:00:00,8372,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16063,12/31/2023 0:00:00,8373,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16065,12/31/2023 0:00:00,8374,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16067,12/31/2023 0:00:00,8376,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16085,12/31/2023 0:00:00,8387,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16096,12/31/2023 0:00:00,8392,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16113,12/31/2023 0:00:00,8403,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  5 2024  8:00AM","0","1","1","0","0","0","0",""
16126,12/31/2023 0:00:00,8412,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16168,12/31/2023 0:00:00,8439,"549300N2BFCK871ZW394","Combination","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","1","1","0","0","0","0","0",""
16174,12/31/2023 0:00:00,8444,"","Combination","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
16176,12/31/2023 0:00:00,8445,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16178,12/31/2023 0:00:00,8446,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","1","0","0","0","0","1","CMC Flex"
16190,12/31/2023 0:00:00,8452,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16207,12/31/2023 0:00:00,8463,"","Combination","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16209,12/31/2023 0:00:00,8465,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16213,12/31/2023 0:00:00,8468,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","0","0","0","0","0","0",""
16218,12/31/2023 0:00:00,8471,"5493001850NMVU84ZW56","Automated","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  3 2020  5:00AM","1","0","0","0","0","0","0",""
16236,12/31/2023 0:00:00,8481,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","1","0",""
16248,12/31/2023 0:00:00,8490,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16256,12/31/2023 0:00:00,8495,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16264,12/31/2023 0:00:00,8501,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16268,12/31/2023 0:00:00,8503,"","Combination","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16271,12/31/2023 0:00:00,8505,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16278,12/31/2023 0:00:00,8508,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","1","0",""
16327,12/31/2023 0:00:00,8539,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16351,12/31/2023 0:00:00,8554,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16360,12/31/2023 0:00:00,8559,"","Manual","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2024  5:00AM","1","0","0","0","0","0","0",""
16364,12/31/2023 0:00:00,8563,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16367,12/31/2023 0:00:00,8565,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16373,12/31/2023 0:00:00,8569,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
16383,12/31/2023 0:00:00,8575,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16400,12/31/2023 0:00:00,8584,"549300P5JG6WBCSZ7M53","Combination","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 19 2024  5:00AM","1","0","0","0","0","0","1","PNC Bank"
16401,12/31/2023 0:00:00,8585,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","0","0","0","0","0",""
16402,12/31/2023 0:00:00,8586,"53-0212806","Combination","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","0","0","0","0","0","0",""
16408,12/31/2023 0:00:00,8590,"5493003PL2K1NXVSU388","Automated","1","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  5:00AM","1","0","0","0","0","0","0",""
16410,12/31/2023 0:00:00,8591,"549300U8E8RBG5YNMP39","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 16 2023  5:00AM","0","0","0","0","0","0","0",""
16411,12/31/2023 0:00:00,8592,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","1","0","0","0",""
16416,12/31/2023 0:00:00,8595,"549300DNWSJUNAWUM003","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 10 2024  5:00AM","1","1","0","0","0","0","0",""
16429,12/31/2023 0:00:00,8604,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16435,12/31/2023 0:00:00,8608,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16437,12/31/2023 0:00:00,8609,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16444,12/31/2023 0:00:00,8612,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16449,12/31/2023 0:00:00,8615,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16453,12/31/2023 0:00:00,8617,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16476,12/31/2023 0:00:00,8627,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16479,12/31/2023 0:00:00,8629,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","1","0","0","0","0","0",""
16500,12/31/2023 0:00:00,8637,"254900OYJ23M4J7IJI76","Automated","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
16520,12/31/2023 0:00:00,8653,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16525,12/31/2023 0:00:00,8657,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16547,12/31/2023 0:00:00,8670,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16556,12/31/2023 0:00:00,8675,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16570,12/31/2023 0:00:00,8683,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16571,12/31/2023 0:00:00,8684,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16574,12/31/2023 0:00:00,8685,"54900IWSSP83SNIPE63","Combination","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","0","0","0","0","0",""
16577,12/31/2023 0:00:00,8687,"","Combination","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","0","0","0","1","0",""
16584,12/31/2023 0:00:00,8691,"","Manual","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16605,12/31/2023 0:00:00,8702,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16614,12/31/2023 0:00:00,8710,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16619,12/31/2023 0:00:00,8714,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16626,12/31/2023 0:00:00,8717,"254900YPMNKIA6O0HC78","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Aug 16 2023  5:00AM","0","1","0","0","0","0","0",""
16636,12/31/2023 0:00:00,8722,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16655,12/31/2023 0:00:00,8731,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16657,12/31/2023 0:00:00,8733,"549300FK7ZHTO2G1RM11","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 22 2023  5:00AM","0","1","0","0","0","0","0",""
16672,12/31/2023 0:00:00,8741,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16682,12/31/2023 0:00:00,8746,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16699,12/31/2023 0:00:00,8754,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","1","0","0","0","0",""
16702,12/31/2023 0:00:00,8756,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16706,12/31/2023 0:00:00,8758,"209250","Manual","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","1","0","0","0","0","0",""
16728,12/31/2023 0:00:00,8770,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16732,12/31/2023 0:00:00,8771,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16746,12/31/2023 0:00:00,8777,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16754,12/31/2023 0:00:00,8783,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16755,12/31/2023 0:00:00,8784,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16756,12/31/2023 0:00:00,8785,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16769,12/31/2023 0:00:00,8793,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16770,12/31/2023 0:00:00,8794,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16773,12/31/2023 0:00:00,8796,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
16785,12/31/2023 0:00:00,8802,"549300WVV5REOCSC4A63","Combination","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
16790,12/31/2023 0:00:00,8805,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16813,12/31/2023 0:00:00,8818,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16858,12/31/2023 0:00:00,8845,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16893,12/31/2023 0:00:00,8861,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","1","0","0","0",""
16933,12/31/2023 0:00:00,8884,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16946,12/31/2023 0:00:00,8891,"2549001CF58X6R5L5L44","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
16947,12/31/2023 0:00:00,8892,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
16951,12/31/2023 0:00:00,8894,"0000016951","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
16954,12/31/2023 0:00:00,8896,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16979,12/31/2023 0:00:00,8907,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","1","Addition Financial"
16989,12/31/2023 0:00:00,8914,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
16993,12/31/2023 0:00:00,8917,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
17012,12/31/2023 0:00:00,8924,"549300BSIYFJ3FALVK78","Combination","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 13 2023  5:00AM","1","1","0","0","0","0","1","Mahalo and Payrailz"
17014,12/31/2023 0:00:00,8925,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17017,12/31/2023 0:00:00,8928,"","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","1","0","0","0","1","Westcom, Wells Fargo and Corporate America, Wire Xchange through FRB"
17023,12/31/2023 0:00:00,8931,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17040,12/31/2023 0:00:00,8940,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17057,12/31/2023 0:00:00,8949,"549300C62MGHXEJVMZ35","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  9 2024  5:00AM","1","1","0","0","0","0","0",""
17067,12/31/2023 0:00:00,8954,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17100,12/31/2023 0:00:00,8972,"549300UP64TRM5LC7R70","Automated","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  6:00AM","0","1","0","0","0","0","0",""
17105,12/31/2023 0:00:00,8976,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","1","0","0","0","0",""
17107,12/31/2023 0:00:00,8977,"549300CJDUFKEK0WMB04","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 27 2023  5:00AM","0","1","0","0","0","0","0",""
17112,12/31/2023 0:00:00,8978,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17117,12/31/2023 0:00:00,8981,"254900M3DBBSBUPR5L27","Combination","1","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 15 2023  6:00AM","1","0","0","0","0","0","0",""
17126,12/31/2023 0:00:00,8985,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17127,12/31/2023 0:00:00,8986,"254900FLY5OAGDXADY25","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 11 2024  7:00AM","1","0","0","0","0","0","0",""
17136,12/31/2023 0:00:00,8991,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17154,12/31/2023 0:00:00,9002,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17218,12/31/2023 0:00:00,9046,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17224,12/31/2023 0:00:00,9049,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17232,12/31/2023 0:00:00,9054,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17243,12/31/2023 0:00:00,9057,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17250,12/31/2023 0:00:00,9063,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17253,12/31/2023 0:00:00,9066,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17254,12/31/2023 0:00:00,9067,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17269,12/31/2023 0:00:00,9074,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17311,12/31/2023 0:00:00,9097,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17323,12/31/2023 0:00:00,9105,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17327,12/31/2023 0:00:00,9108,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17331,12/31/2023 0:00:00,9112,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17335,12/31/2023 0:00:00,9116,"549300D4P7FB9UH6CL48","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan  4 2024  6:00AM","0","1","0","0","0","0","0",""
17339,12/31/2023 0:00:00,9119,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17361,12/31/2023 0:00:00,9131,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17362,12/31/2023 0:00:00,9132,"549300MINSIGQJB44L41","Combination","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","0","0","0","0","0","0",""
17371,12/31/2023 0:00:00,9135,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17372,12/31/2023 0:00:00,9136,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17389,12/31/2023 0:00:00,9147,"","Combination","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
17395,12/31/2023 0:00:00,9150,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  5:00AM","0","1","0","0","0","0","0",""
17396,12/31/2023 0:00:00,9151,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17398,12/31/2023 0:00:00,9152,"549300ZY55MYW2FNSA48","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 19 2024  5:00AM","0","1","0","0","0","0","0",""
17411,12/31/2023 0:00:00,9161,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17415,12/31/2023 0:00:00,9165,"549300RZ68QC00DWOC19","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
17429,12/31/2023 0:00:00,9171,"549300TDVGWRELEO5F50","Automated","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 13 2023  5:00AM","1","1","0","0","0","1","1","VISA DPS"
17436,12/31/2023 0:00:00,9175,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17437,12/31/2023 0:00:00,9176,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17449,12/31/2023 0:00:00,9179,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17454,12/31/2023 0:00:00,9180,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17464,12/31/2023 0:00:00,9187,"","Combination","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2024  5:00AM","1","1","0","0","0","0","0",""
17472,12/31/2023 0:00:00,9193,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17550,12/31/2023 0:00:00,9243,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17555,12/31/2023 0:00:00,9247,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17569,12/31/2023 0:00:00,9254,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17587,12/31/2023 0:00:00,9266,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","0","0","0","0","1","1","WireXchange"
17588,12/31/2023 0:00:00,9267,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
17623,12/31/2023 0:00:00,9285,"549300VBY3NBKUNMKL64","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 29 2024  8:00AM","1","1","0","0","0","0","0",""
17630,12/31/2023 0:00:00,9290,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
17636,12/31/2023 0:00:00,9294,"","Combination","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","1","1","0","0","0","0","0",""
17642,12/31/2023 0:00:00,9297,"549300J4330IBZ0BBI43","Automated","1","1","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  6:00AM","1","0","0","0","0","0","0",""
